;A1;A2;A3;A4;A5;C1;C2;C3;C4;C5;C6;C7;C8
logic element bn:00051852n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
physical devices bn:00021491n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
logical value bn:00855623n;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
physical states bn:00074011n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
delay time bn:15106953n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
time switching bn:00688588n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
switching time bn:01138977n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
gate bn:00037487n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
able bn:00096151a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
computer designer bn:03287605n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
specific bn:00111002a;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
obtained bn:00088208v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
series 1 bn:00882814n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
ticks bn:00083260v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
function bn:00088629v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
clock ticked bn:00011276n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
phenomenon bn:00061931n;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
flip-flop bn:00035248n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
rising edge bn:03651778n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
square wave bn:02499422n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
known bn:00105645a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
computer design bn:00005444n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
synchronous system bn:00865301n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
constant bn:00100331a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
current bn:00100790a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
timing diagram bn:03578711n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
input bn:00247344n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
appear bn:00082696v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
tabular bn:00111611a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
d e a bn:00025494n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
logic functions bn:00012145n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
uvw bn:00749634n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
uv bn:00078906n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
vw bn:02595683n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
propositional logic bn:00064782n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
bank bn:00008364n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
latch bn:00090205v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
first approximation bn:02824941n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
opposing bn:00085875v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
order bn:00088990v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
discipline bn:00007985n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
complementary bn:00100142a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
change 1 bn:03388665n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
summary bn:00075142n;1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 1; 0; 
identified bn:00089576v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transient bn:00112062a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transient state bn:00252033n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
states bn:00087895v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
behave bn:00082286v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transparent bn:00112072a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
leading edge bn:15124411n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
clocking bn:00085147v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
clock bn:00019887n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
left-hand side bn:00902572n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
stabilize bn:00094238v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
nand gate bn:00056789n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
explore bn:00087882v;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
control unit bn:03502830n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
type design bn:03485283n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
register-transfer level bn:03861646n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
stored-program bn:00111251a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
stored-program computer bn:00074456n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
fit bn:02754577n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
higher level bn:03277764n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
sequence number bn:02405887n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
adding machine bn:00001290n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transition function bn:01057483n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
basic principle bn:00008838n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
implement bn:00082712v;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
gated bn:00088691v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
minimum bn:00055167n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
control line bn:01757034n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
strobe bn:00074723n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
datum bn:00025327n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
selective bn:00110293a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
gate delay bn:00451616n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
expense bn:00027451n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
kind bn:00103526a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
abstract computer bn:03436081n;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
modular bn:00106842a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
modular decomposition bn:02195639n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
hope bn:00089472v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
universe bn:00022991n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
interesting bn:00085522v;1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
statement bn:00020945n;1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
b 5 bn:03355390n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
capability bn:03336818n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
register bn:00066893n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
shift register bn:00071064n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
converter bn:00022367n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
multiplexor bn:13810555n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
address bn:00001302n;1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
commercial bn:00100081a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
attendant bn:00096273a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
device bn:00026716n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
buffer bn:00013673n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
interconnection bn:00047067n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
high impedance bn:03247426n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
electronically bn:00115187r;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
convenient bn:00100415a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
log bn:00051830n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 
trade bn:00077860n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
barrel shifter bn:02496710n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
radix bn:00008791n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
pp bn:03507496n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
shannon bn:00019596n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
connection machines bn:03545840n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
bell system technical journal bn:02315295n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
edward f. moore bn:00837996n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
jain bn:00047894n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
antwerp, belgium bn:00004791n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
belgium bn:00009714n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
autonomous bn:00097830a;1; 1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 
stateflow bn:03369007n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 0; 0; 
variant bn:00113504a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
system modeled bn:01944346n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
basic bn:00098101a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
more traditional bn:00112044a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
input parameters bn:00005603n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
computations bn:00014688n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 
software component bn:02180118n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 
driver bn:00026721n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
complex event processing bn:00559082n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
formal verification bn:02057451n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
model checking bn:02567097n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
partly bn:00116535r;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 
cognitive bn:00099969a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
understandability bn:00005134n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
tutorial bn:00078719n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
building block bn:00013726n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
code generation bn:01151877n;1; 1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 
comparable bn:00100118a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
policeman bn:00058698n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
modeler bn:00055452n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
syntactic bn:00111596a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
syntactic sugar bn:02271210n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
sugar bn:00015853n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
fuel bn:00036734n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
fueling station bn:00034468n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
event segment bn:01392341n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
segment bn:00070193n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 0; 
continuous functions bn:03446876n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
interacting bn:00089808v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 
key strokes bn:00049001n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
enter key bn:00067496n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
reaction bn:00018121n;1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
move up bn:00082761v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
trajectory bn:00035211n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
move_up bn:15562937n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
middle bn:00106702a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
system timed bn:00075767n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
rounded rectangles bn:03359733n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
traveling bn:00088912v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
total state bn:00000459n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
autonomous behaviour bn:00007389n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
java bn:00048043n;1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 
artefact bn:00005956n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
process system bn:01418952n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
deploy bn:00086617v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
boolean value bn:00294693n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
proceeds bn:00047691n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
yr bn:00078738n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
red bn:00066631n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
satisfied bn:00110116a;1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
test case bn:00076654n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
light listed bn:03887612n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
start-up bn:00074002n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
red light bn:00066676n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
green light bn:00040834n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
yellow light bn:00081874n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
interrupt bn:00087074v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
light time bn:00051143n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
theoretical bn:00111806a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 
visualize bn:00095548v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
aptly bn:00114063r;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
mentally bn:00116237r;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
state variable bn:02640791n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 
. . . bn:00075457n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
value system bn:00211776n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
system variables bn:00031075n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
state changed bn:00061902n;1; 1; 1; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 
composite states bn:00892979n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 0; 
group behaviour bn:00041946n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
inner bn:00105133a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 
red bn:00100653a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
red state bn:00256419n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
explained bn:00087819v;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 
mierlo bn:00323843n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
vangheluwe bn:02065480n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
black yellow bn:01110885n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
displayed bn:00087013v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
negative bn:00101474a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
exited bn:00084343v;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 1; 
exist bn:00087844v;1; 1; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 
deep bn:00101054a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 
state modeled bn:14738485n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
green state bn:00345934n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
present bn:00108978a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
efficient bn:00102039a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
fail bn:00083914v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
ancestor bn:00064398n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
tactic bn:00053172n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
correct bn:00100492a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
advantage bn:00001559n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
instrumenting bn:00089793v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
reactive bn:00109483a;1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
delay bn:01499536n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
disadvantage bn:00817278n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
access bn:00082208v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
simulator bn:00071702n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
raise bn:01927846n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
gui bn:00041418n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
visualization library bn:01027840n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
library bn:00050969n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
specified bn:00086681v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
toggle bn:00058959n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 
interrupt button bn:00566335n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
control system bn:00022303n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 
control logic bn:03464813n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
child bn:00018346n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
manufacturing bn:00085678v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
manufacturing industry bn:00032594n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 
heidelberg bn:03234884n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
software engineering methodology bn:01652179n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 
j. e. bn:00300463n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
investigating bn:00089885v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
model transformation bn:03241426n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
proceedings bn:00050563n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
dependability bn:00026350n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
forum bn:14251420n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
biography bn:00010534n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
phd thesis bn:00027718n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
debugging bn:00086348v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
e-mail bn:00029345n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
professor bn:00064601n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
adjunct professor bn:00006525n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
canada bn:00015115n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
technology bn:00005105n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 0; 1; 
multiple platforms bn:03692039n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
platforms bn:00062900n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
welcome bn:00095706v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
simple bn:00098053a;1; 1; 1; 1; 1; 0; 0; 1; 1; 0; 1; 0; 1; 
reap bn:00088884v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
outlined bn:00082392v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
site bn:00047172n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
dive bn:00027850n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
explosion bn:00011468n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
qa bn:01385391n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
hidden bn:00089332v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
team bn:00068051n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
pushback bn:02754286n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
web bn:00080772n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
web application bn:02246184n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
load time bn:00027986n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
w3c bn:02673666n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
spent bn:00087372v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
scxml bn:03305313n;1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 0; 1; 
xml bn:02771436n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
edge cases bn:03497654n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
derivative bn:00101214a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
libaries bn:00050968n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
varying bn:00082554v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
care of bn:15470952n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
run-time bn:00068561n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
type safety bn:03432486n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
hard bn:00115590r;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
automate bn:00082941v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 
json bn:00802141n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
minded bn:00090794v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
honourably bn:00115684r;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
use case bn:02356174n;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 0; 1; 0; 
look bn:00006386n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
chat room bn:02866771n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
